Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Fraction,,Run Log,,
ml,mAU,ml,Fraction,ml,Logbook,
72.68,12.53,,,,,
72.682,12.53,,,,,
72.684,12.52324,,,,,
72.686,12.51205,,,,,
72.687,12.51,,,,,
72.689,12.50986,,,,,
72.691,12.4991,,,,,
72.693,12.49,,,,,
72.695,12.49,,,,,
72.696,12.48256,,,,,
72.698,12.47,,,,,
72.7,12.47,,,,,
72.702,12.47,,,,,
72.704,12.46215,,,,,
72.706,12.46,,,,,
72.707,12.46,,,,,
72.709,12.45,,,,,
72.711,12.45,,,,,
72.713,12.45,,,,,
72.715,12.44646,,,,,
72.717,12.44,,,,,
72.718,12.44,,,,,
72.72,12.44,,,,,
72.722,12.43234,,,,,
72.724,12.43,,,,,
72.726,12.43,,,,,
72.727,12.42955,,,,,
72.729,12.42,,,,,
72.731,12.42,,,,,
72.733,12.42,,,,,
72.735,12.41538,,,,,
72.737,12.41,,,,,
72.738,12.41,,,,,
72.74,12.41,,,,,
72.742,12.40179,,,,,
72.744,12.4,,,,,
72.746,12.4,,,,,
72.748,12.3989,,,,,
72.749,12.39,,,,,
72.751,12.39,,,,,
72.753,12.39,,,,,
72.755,12.39,,,,,
72.757,12.39,,,,,
72.758,12.39,,,,,
72.76,12.38198,,,,,
72.762,12.36143,,,,,
72.764,12.36,,,,,
72.766,12.3586,,,,,
72.768,12.34785,,,,,
72.769,12.34,,,,,
72.771,12.34,,,,,
72.773,12.33507,,,,,
72.775,12.33,,,,,
72.777,12.33,,,,,
72.779,12.3222,,,,,
72.78,12.31095,,,,,
72.782,12.30018,,,,,
72.784,12.3,,,,,
72.786,12.29807,,,,,
72.788,12.29,,,,,
72.789,12.29,,,,,
72.791,12.29,,,,,
72.793,12.29,,,,,
72.795,12.29,,,,,
72.797,12.29,,,,,
72.799,12.29,,,,,
72.8,12.28036,,,,,
72.802,12.28,,,,,
72.804,12.2783,,,,,
72.806,12.26742,,,,,
72.808,12.26,,,,,
72.81,12.26,,,,,
72.811,12.26,,,,,
72.813,12.25338,,,,,
72.815,12.25,,,,,
72.817,12.25,,,,,
72.819,12.23117,,,,,
72.82,12.23,,,,,
72.822,12.23,,,,,
72.824,12.23,,,,,
72.826,12.23,,,,,
72.828,12.23,,,,,
72.83,12.23,,,,,
72.831,12.22359,,,,,
72.833,12.21243,,,,,
72.835,12.21,,,,,
72.837,12.20077,,,,,
72.839,12.18,,,,,
72.84,12.18,,,,,
72.842,12.17785,,,,,
72.844,12.16318,,,,,
72.846,12.15,,,,,
72.848,12.15,,,,,
72.85,12.14381,,,,,
72.851,12.13263,,,,,
72.853,12.13,,,,,
72.855,12.13,,,,,
72.857,12.12,,,,,
72.859,12.12,,,,,
72.861,12.12,,,,,
72.862,12.11363,,,,,
72.864,12.09586,,,,,
72.866,12.09,,,,,
72.868,12.09,,,,,
72.87,12.09714,,,,,
72.871,12.1,,,,,
72.873,12.1,,,,,
72.875,12.09,,,,,
72.877,12.0891,,,,,
72.879,12.08,,,,,
72.881,12.08,,,,,
72.882,12.07608,,,,,
72.884,12.07,,,,,
72.886,12.07,,,,,
72.888,12.07,,,,,
72.89,12.06212,,,,,
72.892,12.06,,,,,
72.893,12.06,,,,,
72.895,12.04929,,,,,
72.897,12.04,,,,,
72.899,12.04,,,,,
72.901,12.03629,,,,,
72.902,12.02516,,,,,
72.904,12.02,,,,,
72.906,12.02,,,,,
72.908,12.00466,,,,,
72.91,12,,,,,
72.912,12,,,,,
72.913,11.99948,,,,,
72.915,11.98821,,,,,
72.917,11.98,,,,,
72.919,11.98,,,,,
72.921,11.97067,,,,,
72.923,11.96,,,,,
72.924,11.96,,,,,
72.926,11.96,,,,,
72.928,11.95129,,,,,
72.93,11.95,,,,,
72.932,11.94971,,,,,
72.933,11.93843,,,,,
72.935,11.93,,,,,
72.937,11.93,,,,,
72.939,11.92556,,,,,
72.941,11.92,,,,,
72.943,11.92,,,,,
72.944,11.92,,,,,
72.946,11.92,,,,,
72.948,11.92,,,,,
72.95,11.92,,,,,
72.952,11.91861,,,,,
72.954,11.91,,,,,
72.955,11.91,,,,,
72.957,11.91,,,,,
72.959,11.90474,,,,,
72.961,11.9,,,,,
72.963,11.9,,,,,
72.964,11.89176,,,,,
72.966,11.88086,,,,,
72.968,11.88,,,,,
72.97,11.88,,,,,
72.972,11.87591,,,,,
72.974,11.86,,,,,
72.975,11.86,,,,,
72.977,11.85495,,,,,
72.979,11.84395,,,,,
72.981,11.84,,,,,
72.983,11.84,,,,,
72.985,11.84,,,,,
72.986,11.84,,,,,
72.988,11.84,,,,,
72.99,11.83814,,,,,
72.992,11.83,,,,,
72.994,11.83,,,,,
72.995,11.83,,,,,
72.997,11.83,,,,,
72.999,11.82336,,,,,
73.001,11.82,,,,,
73.003,11.82,,,,,
73.005,11.81,,,,,
73.006,11.81,,,,,
73.008,11.80838,,,,,
73.01,11.79718,,,,,
73.012,11.79,,,,,
73.014,11.79,,,,,
73.016,11.79,,,,,
73.017,11.78359,,,,,
73.019,11.78,,,,,
73.021,11.78,,,,,
73.023,11.78,,,,,
73.025,11.77,,,,,
73.026,11.77,,,,,
73.028,11.76735,,,,,
73.03,11.76,,,,,
73.032,11.76,,,,,
73.034,11.76,,,,,
73.036,11.7534,,,,,
73.037,11.74247,,,,,
73.039,11.74,,,,,
73.041,11.74,,,,,
73.043,11.74,,,,,
73.045,11.74,,,,,
73.047,11.74,,,,,
73.048,11.74,,,,,
73.05,11.74,,,,,
73.052,11.74,,,,,
73.054,11.73362,,,,,
73.056,11.72269,,,,,
73.057,11.72,,,,,
73.059,11.72,,,,,
73.061,11.71,,,,,
73.063,11.71,,,,,
73.065,11.71,,,,,
73.067,11.71,,,,,
73.068,11.71,,,,,
73.07,11.71,,,,,
73.072,11.71,,,,,
73.074,11.70288,,,,,
73.076,11.69215,,,,,
73.078,11.69,,,,,
73.079,11.69,,,,,
73.081,11.68928,,,,,
73.083,11.68,,,,,
73.085,11.68,,,,,
73.087,11.67257,,,,,
73.088,11.66,,,,,
73.09,11.66,,,,,
73.092,11.65309,,,,,
73.094,11.64238,,,,,
73.096,11.64,,,,,
73.098,11.64,,,,,
73.099,11.62948,,,,,
73.101,11.62,,,,,
73.103,11.62,,,,,
73.105,11.62,,,,,
73.107,11.62,,,,,
73.109,11.62,,,,,
73.11,11.62,,,,,
73.112,11.61257,,,,,
73.114,11.60129,,,,,
73.116,11.6,,,,,
73.118,11.59971,,,,,
73.119,11.59,,,,,
73.121,11.59,,,,,
73.123,11.59,,,,,
73.125,11.58561,,,,,
73.127,11.58,,,,,
73.129,11.58,,,,,
73.13,11.58,,,,,
73.132,11.57152,,,,,
73.134,11.57928,,,,,
73.136,11.57933,,,,,
73.138,11.57,,,,,
73.14,11.56776,,,,,
73.141,11.56,,,,,
73.143,11.56,,,,,
73.145,11.55471,,,,,
73.147,11.55,,,,,
73.149,11.55,,,,,
73.15,11.54162,,,,,
73.152,11.5309,,,,,
73.154,11.53,,,,,
73.156,11.52883,,,,,
73.158,11.51799,,,,,
73.16,11.51,,,,,
73.161,11.51,,,,,
73.163,11.50495,,,,,
73.165,11.5,,,,,
73.167,11.5,,,,,
73.169,11.49184,,,,,
73.171,11.49,,,,,
73.172,11.48,,,,,
73.174,11.47901,,,,,
73.176,11.47,,,,,
73.178,11.47,,,,,
73.18,11.47,,,,,
73.181,11.47,,,,,
73.183,11.46413,,,,,
73.185,11.46,,,,,
73.187,11.46,,,,,
73.189,11.45131,,,,,
73.191,11.45,,,,,
73.192,11.45,,,,,
73.194,11.44842,,,,,
73.196,11.44,,,,,
73.198,11.44,,,,,
73.2,11.44,,,,,
73.202,11.43435,,,,,
73.203,11.42321,,,,,
73.205,11.42,,,,,
73.207,11.42,,,,,
73.209,11.42,,,,,
73.211,11.41,,,,,
73.212,11.41,,,,,
73.214,11.40471,,,,,
73.216,11.39,,,,,
73.218,11.39,,,,,
73.22,11.39,,,,,
73.222,11.38343,,,,,
73.223,11.38,,,,,
73.225,11.38,,,,,
73.227,11.38,,,,,
73.229,11.37,,,,,
73.231,11.37,,,,,
73.233,11.36758,,,,,
73.234,11.36,,,,,
73.236,11.36,,,,,
73.238,11.36,,,,,
73.24,11.34733,,,,,
73.242,11.33266,,,,,
73.243,11.33,,,,,
73.245,11.33,,,,,
73.247,11.32,,,,,
73.249,11.32,,,,,
73.251,11.32,,,,,
73.253,11.31686,,,,,
73.254,11.31,,,,,
73.256,11.31,,,,,
73.258,11.31,,,,,
73.26,11.29574,,,,,
73.262,11.29,,,,,
73.264,11.29,,,,,
73.265,11.29,,,,,
73.267,11.28,,,,,
73.269,11.28,,,,,
73.271,11.27708,,,,,
73.273,11.27,,,,,
73.274,11.27,,,,,
73.276,11.27,,,,,
73.278,11.26309,,,,,
73.28,11.25187,,,,,
73.282,11.25,,,,,
73.284,11.25,,,,,
73.285,11.23897,,,,,
73.287,11.23,,,,,
73.289,11.23,,,,,
73.291,11.22614,,,,,
73.293,11.22,,,,,
73.295,11.22,,,,,
73.296,11.22,,,,,
73.298,11.2121,,,,,
73.3,11.20126,,,,,
73.302,11.2,,,,,
73.304,11.19915,,,,,
73.305,11.19,,,,,
73.307,11.19,,,,,
73.309,11.18637,,,,,
73.311,11.17531,,,,,
73.313,11.17,,,,,
73.315,11.17,,,,,
73.316,11.16233,,,,,
73.318,11.15144,,,,,
73.32,11.15,,,,,
73.322,11.14937,,,,,
73.324,11.14,,,,,
73.326,11.14,,,,,
73.327,11.14,,,,,
73.329,11.13552,,,,,
73.331,11.12448,,,,,
73.333,11.12,,,,,
73.335,11.12,,,,,
73.336,11.11166,,,,,
73.338,11.11,,,,,
73.34,11.11,,,,,
73.342,11.10871,,,,,
73.344,11.1,,,,,
73.346,11.1,,,,,
73.347,11.09574,,,,,
73.349,11.09,,,,,
73.351,11.0839,,,,,
73.353,11.08,,,,,
73.355,11.08,,,,,
73.357,11.07108,,,,,
73.358,11.07,,,,,
73.36,11.06895,,,,,
73.362,11.05771,,,,,
73.364,11.05,,,,,
73.366,11.05,,,,,
73.367,11.04489,,,,,
73.369,11.04,,,,,
73.371,11.04,,,,,
73.373,11.04,,,,,
73.375,11.03076,,,,,
73.377,11.02,,,,,
73.378,11.02,,,,,
73.38,11.01789,,,,,
73.382,11.01,,,,,
73.384,11.01,,,,,
73.386,11.01,,,,,
73.388,11.00397,,,,,
73.389,11,,,,,
73.391,11,,,,,
73.393,10.991,,,,,
73.395,10.99,,,,,
73.397,10.98,,,,,
73.398,10.98,,,,,
73.4,10.9774,,,,,
73.402,10.97,,,,,
73.404,10.97,,,,,
73.406,10.97,,,,,
73.408,10.96323,,,,,
73.409,10.96,,,,,
73.411,10.96,,,,,
73.413,10.9504,,,,,
73.415,10.95,,,,,
73.417,10.95,,,,,
73.419,10.95,,,,,
73.42,10.94623,,,,,
73.422,10.94,,,,,
73.424,10.94,,,,,
73.426,10.93342,,,,,
73.428,10.92269,,,,,
73.429,10.92,,,,,
73.431,10.92,,,,,
73.433,10.91,,,,,
73.435,10.91,,,,,
73.437,10.90767,,,,,
73.439,10.9,,,,,
73.44,10.89572,,,,,
73.442,10.89,,,,,
73.444,10.88363,,,,,
73.446,10.87291,,,,,
73.448,10.87,,,,,
73.45,10.87,,,,,
73.451,10.86,,,,,
73.453,10.86,,,,,
73.455,10.86,,,,,
73.457,10.85664,,,,,
73.459,10.85,,,,,
73.46,10.85,,,,,
73.462,10.85,,,,,
73.464,10.84311,,,,,
73.466,10.84,,,,,
73.468,10.84,,,,,
73.47,10.84,,,,,
73.471,10.83892,,,,,
73.473,10.83,,,,,
73.475,10.83,,,,,
73.477,10.82614,,,,,
73.479,10.82,,,,,
73.481,10.82,,,,,
73.482,10.82,,,,,
73.484,10.8121,,,,,
73.486,10.81,,,,,
73.488,10.81,,,,,
73.49,10.80915,,,,,
73.491,10.8,,,,,
73.493,10.8,,,,,
73.495,10.79632,,,,,
73.497,10.79,,,,,
73.499,10.79,,,,,
73.501,10.79,,,,,
73.502,10.7823,,,,,
73.504,10.78,,,,,
73.506,10.78,,,,,
73.508,10.77937,,,,,
73.51,10.77,,,,,
73.512,10.77,,,,,
73.513,10.77,,,,,
73.515,10.76114,,,,,
73.517,10.74446,,,,,
73.519,10.74,,,,,
73.521,10.74,,,,,
73.522,10.73166,,,,,
73.524,10.73,,,,,
73.526,10.73,,,,,
73.528,10.72876,,,,,
73.53,10.72,,,,,
73.532,10.72,,,,,
73.533,10.71576,,,,,
73.535,10.71,,,,,
73.537,10.71,,,,,
73.539,10.71,,,,,
73.541,10.70185,,,,,
73.543,10.7,,,,,
73.544,10.7,,,,,
73.546,10.69899,,,,,
73.548,10.69,,,,,
73.55,10.69,,,,,
73.552,10.69,,,,,
73.553,10.69,,,,,
73.555,10.69,,,,,
73.557,10.69,,,,,
73.559,10.69,,,,,
73.561,10.68081,,,,,
73.563,10.68,,,,,
73.564,10.67919,,,,,
73.566,10.67,,,,,
73.568,10.667,,,,,
73.57,10.66,,,,,
73.572,10.66,,,,,
73.574,10.654,,,,,
73.575,10.65,,,,,
73.577,10.65,,,,,
73.579,10.64101,,,,,
73.581,10.63018,,,,,
73.583,10.63,,,,,
73.584,10.62812,,,,,
73.586,10.62,,,,,
73.588,10.62,,,,,
73.59,10.62,,,,,
73.592,10.61424,,,,,
73.594,10.61,,,,,
73.595,10.61,,,,,
73.597,10.61,,,,,
73.599,10.59081,,,,,
73.601,10.58,,,,,
73.603,10.58,,,,,
73.605,10.57743,,,,,
73.606,10.57,,,,,
73.608,10.57,,,,,
73.61,10.56443,,,,,
73.612,10.55345,,,,,
73.614,10.54224,,,,,
73.615,10.54,,,,,
73.617,10.54,,,,,
73.619,10.53,,,,,
73.621,10.53,,,,,
73.623,10.53234,,,,,
73.625,10.53646,,,,,
73.626,10.53,,,,,
73.628,10.53,,,,,
73.63,10.52368,,,,,
73.632,10.50488,,,,,
73.634,10.5,,,,,
73.636,10.5,,,,,
73.637,10.5,,,,,
73.639,10.5,,,,,
73.641,10.5,,,,,
73.643,10.5,,,,,
73.645,10.49567,,,,,
73.646,10.49,,,,,
73.648,10.49,,,,,
73.65,10.47533,,,,,
73.652,10.47,,,,,
73.654,10.47,,,,,
73.656,10.45969,,,,,
73.657,10.45,,,,,
73.659,10.45,,,,,
73.661,10.44691,,,,,
73.663,10.43589,,,,,
73.665,10.43,,,,,
73.667,10.43,,,,,
73.668,10.43,,,,,
73.67,10.42198,,,,,
73.672,10.42,,,,,
73.674,10.41991,,,,,
73.676,10.41,,,,,
73.677,10.41,,,,,
73.679,10.41,,,,,
73.681,10.40609,,,,,
73.683,10.4,,,,,
73.685,10.4,,,,,
73.687,10.4,,,,,
73.688,10.4,,,,,
73.69,10.4,,,,,
73.692,10.4,,,,,
73.694,10.39933,,,,,
73.696,10.38803,,,,,
73.698,10.38,,,,,
73.699,10.37632,,,,,
73.701,10.37,,,,,
73.703,10.37,,,,,
73.705,10.37,,,,,
73.707,10.37,,,,,
73.708,10.37,,,,,
73.71,10.37,,,,,
73.712,10.37,,,,,
73.714,10.36825,,,,,
73.716,10.36,,,,,
73.718,10.36,,,,,
73.719,10.36,,,,,
73.721,10.36,,,,,
73.723,10.36,,,,,
73.725,10.36,,,,,
73.727,10.35133,,,,,
73.729,10.35,,,,,
73.73,10.34981,,,,,
73.732,10.34,,,,,
73.734,10.34,,,,,
73.736,10.34,,,,,
73.738,10.33565,,,,,
73.739,10.33,,,,,
73.741,10.32376,,,,,
73.743,10.32,,,,,
73.745,10.31157,,,,,
73.747,10.29144,,,,,
73.749,10.29,,,,,
73.75,10.29,,,,,
73.752,10.28794,,,,,
73.754,10.28,,,,,
73.756,10.28,,,,,
73.758,10.27481,,,,,
73.76,10.27,,,,,
73.761,10.27,,,,,
73.763,10.27,,,,,
73.765,10.27,,,,,
73.767,10.27,,,,,
73.769,10.27,,,,,
73.77,10.26623,,,,,
73.772,10.25,,,,,
73.774,10.25,,,,,
73.776,10.25,,,,,
73.778,10.23789,,,,,
73.78,10.23,,,,,
73.781,10.23,,,,,
73.783,10.23,,,,,
73.785,10.22041,,,,,
73.787,10.22,,,,,
73.789,10.22,,,,,
73.791,10.21399,,,,,
73.792,10.2,,,,,
73.794,10.2,,,,,
73.796,10.19417,,,,,
73.798,10.18345,,,,,
73.8,10.18,,,,,
73.801,10.18,,,,,
73.803,10.18,,,,,
73.805,10.17,,,,,
73.807,10.17,,,,,
73.809,10.16722,,,,,
73.811,10.15646,,,,,
73.812,10.15,,,,,
73.814,10.15,,,,,
73.816,10.14365,,,,,
73.818,10.14,,,,,
73.82,10.14,,,,,
73.822,10.14,,,,,
73.823,10.11946,,,,,
73.825,10.11,,,,,
73.827,10.10744,,,,,
73.829,10.09668,,,,,
73.831,10.09,,,,,
73.832,10.09,,,,,
73.834,10.09,,,,,
73.836,10.08271,,,,,
73.838,10.08,,,,,
73.84,10.08,,,,,
73.842,10.08,,,,,
73.843,10.08,,,,,
73.845,10.08,,,,,
73.847,10.07686,,,,,
73.849,10.07,,,,,
73.851,10.07,,,,,
73.853,10.07,,,,,
73.854,10.06274,,,,,
73.856,10.06,,,,,
73.858,10.06,,,,,
73.86,10.06,,,,,
73.862,10.06,,,,,
73.863,10.06,,,,,
73.865,10.06,,,,,
73.867,10.05579,,,,,
73.869,10.045,,,,,
73.871,10.04,,,,,
73.873,10.03296,,,,,
73.874,10.03,,,,,
73.876,10.03,,,,,
73.878,10.03,,,,,
73.88,10.02933,,,,,
73.882,10.02,,,,,
73.883,10.02,,,,,
73.885,10.02,,,,,
73.887,10.0152,,,,,
73.889,10.01,,,,,
73.891,10.01,,,,,
73.893,10.00239,,,,,
73.894,9.991142,,,,,
73.896,9.99,,,,,
73.898,9.99,,,,,
73.9,9.988251,,,,,
73.902,9.98,,,,,
73.904,9.98,,,,,
73.905,9.975426,,,,,
73.907,9.97,,,,,
73.909,9.97,,,,,
73.911,9.962601,,,,,
73.913,9.96,,,,,
73.914,9.950538,,,,,
73.916,9.95,,,,,
73.918,9.948475,,,,,
73.92,9.94,,,,,
73.922,9.94,,,,,
73.924,9.931211,,,,,
73.925,9.914572,,,,,
73.927,9.91,,,,,
73.929,9.91,,,,,
73.931,9.91,,,,,
73.933,9.900717,,,,,
73.935,9.9,,,,,
73.936,9.9,,,,,
73.938,9.895597,,,,,
73.94,9.88,,,,,
73.942,9.88,,,,,
73.944,9.88,,,,,
73.945,9.873784,,,,,
73.947,9.87,,,,,
73.949,9.87,,,,,
73.951,9.87,,,,,
73.953,9.88,,,,,
73.955,9.878879,,,,,
73.956,9.87,,,,,
73.958,9.87,,,,,
73.96,9.87,,,,,
73.962,9.87,,,,,
73.964,9.863991,,,,,
73.966,9.86,,,,,
73.967,9.86,,,,,
73.969,9.851127,,,,,
73.971,9.84,,,,,
73.973,9.84,,,,,
73.975,9.836459,,,,,
73.976,9.82,,,,,
73.978,9.82,,,,,
73.98,9.82,,,,,
73.982,9.814216,,,,,
73.984,9.81,,,,,
73.986,9.81,,,,,
73.987,9.81,,,,,
73.989,9.800048,,,,,
73.991,9.79,,,,,
73.993,9.79,,,,,
73.995,9.78722,,,,,
73.997,9.78,,,,,
73.998,9.78,,,,,
74,9.78,,,,,
74.002,9.773238,,,,,
74.004,9.77,,,,,
74.006,9.77,,,,,
74.007,9.76024,,,,,
74.009,9.76,,,,,
74.011,9.76,,,,,
74.013,9.757444,,,,,
74.015,9.746507,,,,,
74.017,9.74,,,,,
74.018,9.74,,,,,
74.02,9.746524,,,,,
74.022,9.742522,,,,,
74.024,9.74,,,,,
74.026,9.74,,,,,
74.028,9.73,,,,,
74.029,9.73,,,,,
74.031,9.73,,,,,
74.033,9.73,,,,,
74.035,9.73,,,,,
74.037,9.73,,,,,
74.038,9.73,,,,,
74.04,9.722735,,,,,
74.042,9.72,,,,,
74.044,9.72,,,,,
74.046,9.71,,,,,
74.048,9.708565,,,,,
74.049,9.7,,,,,
74.051,9.696938,,,,,
74.053,9.68574,,,,,
74.055,9.68,,,,,
74.057,9.68,,,,,
74.059,9.665919,,,,,
74.06,9.651722,,,,,
74.062,9.65,,,,,
74.064,9.65,,,,,
74.066,9.647578,,,,,
74.068,9.63,,,,,
74.069,9.63,,,,,
74.071,9.625964,,,,,
74.073,9.62,,,,,
74.075,9.62,,,,,
74.077,9.62,,,,,
74.079,9.611952,,,,,
74.08,9.61,,,,,
74.082,9.61,,,,,
74.084,9.6,,,,,
74.086,9.6,,,,,
74.088,9.6,,,,,
74.09,9.6,,,,,
74.091,9.590901,,,,,
74.093,9.58,,,,,
74.095,9.58,,,,,
74.097,9.58,,,,,
74.099,9.571261,,,,,
74.1,9.57,,,,,
74.102,9.569193,,,,,
74.104,9.558475,,,,,
74.106,9.55,,,,,
74.108,9.55,,,,,
74.11,9.545381,,,,,
74.111,9.534305,,,,,
74.113,9.53,,,,,
74.115,9.53,,,,,
74.117,9.521481,,,,,
74.119,9.52,,,,,
74.121,9.52,,,,,
74.122,9.518655,,,,,
74.124,9.50781,,,,,
74.126,9.5,,,,,
74.128,9.5,,,,,
74.13,9.5,,,,,
74.131,9.493767,,,,,
74.133,9.49,,,,,
74.135,9.49,,,,,
74.137,9.480946,,,,,
74.139,9.48,,,,,
74.141,9.478809,,,,,
74.142,9.467579,,,,,
74.144,9.46,,,,,
74.146,9.46,,,,,
74.148,9.454708,,,,,
74.15,9.45,,,,,
74.152,9.45,,,,,
74.153,9.45,,,,,
74.155,9.441166,,,,,
74.157,9.44,,,,,
74.159,9.44,,,,,
74.161,9.437757,,,,,
74.162,9.426995,,,,,
74.164,9.42,,,,,
74.166,9.42,,,,,
74.168,9.42,,,,,
74.17,9.42,,,,,
74.172,9.42,,,,,
74.173,9.42,,,,,
74.175,9.41,,,,,
74.177,9.41,,,,,
74.179,9.41,,,,,
74.181,9.40722,,,,,
74.183,9.4,,,,,
74.184,9.4,,,,,
74.186,9.405605,,,,,
74.188,9.41,,,,,
74.19,9.41,,,,,
74.192,9.41,,,,,
74.193,9.390449,,,,,
74.195,9.38,,,,,
74.197,9.38,,,,,
74.199,9.38,,,,,
74.201,9.376476,,,,,
74.203,9.37,,,,,
74.204,9.37,,,,,
74.206,9.37,,,,,
74.208,9.362511,,,,,
74.21,9.36,,,,,
74.212,9.36,,,,,
74.214,9.36,,,,,
74.215,9.36,,,,,
74.217,9.357623,,,,,
74.219,9.35,,,,,
74.221,9.35,,,,,
74.223,9.35,,,,,
74.224,9.343498,,,,,
74.226,9.34,,,,,
74.228,9.34,,,,,
74.23,9.34,,,,,
74.232,9.329905,,,,,
74.234,9.32,,,,,
74.235,9.32,,,,,
74.237,9.32,,,,,
74.239,9.32,,,,,
74.241,9.32,,,,,
74.243,9.32,,,,,
74.245,9.312928,,,,,
74.246,9.31,,,,,
74.248,9.31,,,,,
74.25,9.31,,,,,
74.252,9.3,,,,,
74.254,9.3,,,,,
74.255,9.3,,,,,
74.257,9.296009,,,,,
74.259,9.29,,,,,
74.261,9.29,,,,,
74.263,9.29,,,,,
74.265,9.281952,,,,,
74.266,9.28,,,,,
74.268,9.28,,,,,
74.27,9.279014,,,,,
74.272,9.27,,,,,
74.274,9.27,,,,,
74.276,9.266189,,,,,
74.277,9.255143,,,,,
74.279,9.25,,,,,
74.281,9.25,,,,,
74.283,9.25,,,,,
74.285,9.241301,,,,,
74.286,9.24,,,,,
74.288,9.238468,,,,,
74.29,9.218333,,,,,
74.292,9.21,,,,,
74.294,9.21,,,,,
74.296,9.20538,,,,,
74.297,9.2,,,,,
74.299,9.2,,,,,
74.301,9.2,,,,,
74.303,9.191525,,,,,
74.305,9.19,,,,,
74.307,9.19,,,,,
74.308,9.19,,,,,
74.31,9.19,,,,,
74.312,9.19,,,,,
74.314,9.185572,,,,,
74.316,9.174529,,,,,
74.317,9.17,,,,,
74.319,9.17,,,,,
74.321,9.17,,,,,
74.323,9.16038,,,,,
74.325,9.16,,,,,
74.327,9.16,,,,,
74.328,9.157534,,,,,
74.33,9.15,,,,,
74.332,9.15,,,,,
74.334,9.15,,,,,
74.336,9.143589,,,,,
74.338,9.14,,,,,
74.339,9.14,,,,,
74.341,9.14,,,,,
74.343,9.13,,,,,
74.345,9.13,,,,,
74.347,9.13,,,,,
74.348,9.126857,,,,,
74.35,9.12,,,,,
74.352,9.12,,,,,
74.354,9.11381,,,,,
74.356,9.11,,,,,
74.358,9.11,,,,,
74.359,9.11,,,,,
74.361,9.100045,,,,,
74.363,9.1,,,,,
74.365,9.1,,,,,
74.367,9.097081,,,,,
74.369,9.09,,,,,
74.37,9.09,,,,,
74.372,9.09,,,,,
74.374,9.083063,,,,,
74.376,9.08,,,,,
74.378,9.08,,,,,
74.379,9.08,,,,,
74.381,9.07,,,,,
74.383,9.07,,,,,
74.385,9.07,,,,,
74.387,9.07,,,,,
74.389,9.07,,,,,
74.39,9.064239,,,,,
74.392,9.06,,,,,
74.394,9.067444,,,,,
74.396,9.07,,,,,
74.398,9.07,,,,,
74.4,9.06,,,,,
74.401,9.06,,,,,
74.403,9.057512,,,,,
74.405,9.05,,,,,
74.407,9.05,,,,,
74.409,9.05,,,,,
74.41,9.043498,,,,,
74.412,9.04,,,,,
74.414,9.04,,,,,
74.416,9.04,,,,,
74.418,9.020628,,,,,
74.42,9.03,,,,,
74.421,9.03,,,,,
74.423,9.026503,,,,,
74.425,9.02,,,,,
74.427,9.02,,,,,
74.429,9.02,,,,,
74.431,9.012524,,,,,
74.432,9.01,,,,,
74.434,9.01,,,,,
74.436,8.999552,,,,,
74.438,8.99,,,,,
74.44,8.99,,,,,
74.441,8.99,,,,,
74.443,8.985742,,,,,
74.445,8.98,,,,,
74.447,8.98,,,,,
74.449,8.98,,,,,
74.451,8.971802,,,,,
74.452,8.97,,,,,
74.454,8.97,,,,,
74.456,8.97,,,,,
74.458,8.97,,,,,
74.46,8.97,,,,,
74.462,8.965953,,,,,
74.463,8.96,,,,,
74.465,8.96,,,,,
74.467,8.96,,,,,
74.469,8.952018,,,,,
74.471,8.9413,,,,,
74.472,8.94,,,,,
74.474,8.94,,,,,
74.476,8.94,,,,,
74.478,8.94,,,,,
74.48,8.936172,,,,,
74.482,8.93,,,,,
74.483,8.93,,,,,
74.485,8.93,,,,,
74.487,8.922242,,,,,
74.489,8.911487,,,,,
74.491,8.91,,,,,
74.493,8.91,,,,,
74.494,8.908619,,,,,
74.496,8.9,,,,,
74.498,8.9,,,,,
74.5,8.890583,,,,,
74.502,8.88,,,,,
74.503,8.88,,,,,
74.505,8.88,,,,,
74.507,8.871704,,,,,
74.509,8.860428,,,,,
74.511,8.86,,,,,
74.513,8.86,,,,,
74.514,8.857533,,,,,
74.516,8.85,,,,,
74.518,8.85,,,,,
74.52,8.85,,,,,
74.522,8.85,,,,,
74.524,8.85,,,,,
74.525,8.841928,,,,,
74.527,8.830622,,,,,
74.529,8.83,,,,,
74.531,8.82852,,,,,
74.533,8.82,,,,,
74.534,8.82,,,,,
74.536,8.82,,,,,
74.538,8.814933,,,,,
74.54,8.81,,,,,
74.542,8.81,,,,,
74.544,8.81,,,,,
74.545,8.819193,,,,,
74.547,8.810045,,,,,
74.549,8.81,,,,,
74.551,8.81,,,,,
74.553,8.81,,,,,
74.555,8.81,,,,,
74.556,8.804832,,,,,
74.558,8.793812,,,,,
74.56,8.79,,,,,
74.562,8.79,,,,,
74.564,8.781032,,,,,
74.565,8.78,,,,,
74.567,8.77,,,,,
74.569,8.77,,,,,
74.571,8.77,,,,,
74.573,8.77,,,,,
74.575,8.77,,,,,
74.576,8.77,,,,,
74.578,8.763274,,,,,
74.58,8.76,,,,,
74.582,8.76,,,,,
74.584,8.76,,,,,
74.586,8.75,,,,,
74.587,8.75,,,,,
74.589,8.747041,,,,,
