Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Fraction,,Run Log,,
ml,mAU,ml,Fraction,ml,Logbook,
1.818,0.63,,,,,
1.819,0.63,,,,,
1.821,0.63,,,,,
1.823,0.63,,,,,
1.825,0.63,,,,,
1.827,0.63,,,,,
1.829,0.6300337,,,,,
1.83,0.64,,,,,
1.832,0.64,,,,,
1.834,0.64,,,,,
1.836,0.64,,,,,
1.838,0.64,,,,,
1.839,0.64,,,,,
1.841,0.6464197,,,,,
1.843,0.6423957,,,,,
1.845,0.64,,,,,
1.847,0.64,,,,,
1.849,0.64,,,,,
1.85,0.64,,,,,
1.852,0.64,,,,,
1.854,0.64,,,,,
1.856,0.64,,,,,
1.858,0.64,,,,,
1.86,0.64,,,,,
1.861,0.64,,,,,
1.863,0.64,,,,,
1.865,0.64,,,,,
1.867,0.64,,,,,
1.869,0.64,,,,,
1.871,0.64,,,,,
1.872,0.64,,,,,
1.874,0.64,,,,,
1.876,0.64,,,,,
1.878,0.64,,,,,
1.88,0.64,,,,,
1.881,0.64,,,,,
1.883,0.64,,,,,
1.885,0.64,,,,,
1.887,0.64,,,,,
1.889,0.64,,,,,
1.891,0.64,,,,,
1.892,0.64,,,,,
1.894,0.64,,,,,
1.896,0.64,,,,,
1.898,0.64,,,,,
1.9,0.6472839,,,,,
1.902,0.65,,,,,
1.903,0.65,,,,,
1.905,0.65,,,,,
1.907,0.65,,,,,
1.909,0.65,,,,,
1.911,0.6470852,,,,,
1.913,0.64,,,,,
1.914,0.64,,,,,
1.916,0.64,,,,,
1.918,0.64,,,,,
1.92,0.64,,,,,
1.922,0.64,,,,,
1.923,0.64,,,,,
1.925,0.64,,,,,
1.927,0.64,,,,,
1.929,0.64,,,,,
1.931,0.64,,,,,
1.933,0.64,,,,,
1.934,0.64,,,,,
1.936,0.64,,,,,
1.938,0.6325507,,,,,
1.94,0.63,,,,,
1.942,0.63,,,,,
1.944,0.63,,,,,
1.945,0.63,,,,,
1.947,0.63,,,,,
1.949,0.63,,,,,
1.951,0.6339843,,,,,
1.953,0.64,,,,,
1.955,0.64,,,,,
1.956,0.64,,,,,
1.958,0.648031,,,,,
1.96,0.65,,,,,
1.962,0.65,,,,,
1.964,0.6509539,,,,,
1.965,0.66,,,,,
1.967,0.66,,,,,
1.969,0.66,,,,,
1.971,0.655477,,,,,
1.973,0.65,,,,,
1.975,0.65,,,,,
1.976,0.65,,,,,
1.978,0.6414064,,,,,
1.98,0.64,,,,,
1.982,0.64,,,,,
1.984,0.64,,,,,
1.986,0.64,,,,,
1.987,0.64,,,,,
1.989,0.64,,,,,
1.991,0.634944,,,,,
1.993,0.63,,,,,
1.995,0.63,,,,,
1.997,0.63,,,,,
1.998,0.63,,,,,
2,0.63,,,,,
2.002,0.63,,,,,
2.004,0.63,,,,,
2.006,0.63,,,,,
2.008,0.63,,,,,
2.009,0.63,,,,,
2.011,0.63,,,,,
2.013,0.63,,,,,
2.015,0.63,,,,,
2.017,0.63,,,,,
2.018,0.63,,,,,
2.02,0.63,,,,,
2.022,0.63,,,,,
2.024,0.63,,,,,
2.026,0.63,,,,,
2.028,0.63,,,,,
2.029,0.6248987,,,,,
2.031,0.62,,,,,
2.033,0.62,,,,,
2.035,0.62,,,,,
2.037,0.62,,,,,
2.039,0.62,,,,,
2.04,0.62,,,,,
2.042,0.62,,,,,
2.044,0.62,,,,,
2.046,0.62,,,,,
2.048,0.62,,,,,
2.05,0.62,,,,,
2.051,0.62,,,,,
2.053,0.62,,,,,
2.055,0.62,,,,,
2.057,0.62,,,,,
2.059,0.6197613,,,,,
2.06,0.6084305,,,,,
2.062,0.6,,,,,
2.064,0.6,,,,,
2.066,0.5912234,,,,,
2.068,0.5748709,,,,,
2.07,0.57,,,,,
2.071,0.57,,,,,
2.073,0.5620539,,,,,
2.075,0.56,,,,,
2.077,0.56,,,,,
2.079,0.56,,,,,
2.081,0.56,,,,,
2.082,0.56,,,,,
2.084,0.556186,,,,,
2.086,0.55,,,,,
2.088,0.55,,,,,
2.09,0.55,,,,,
2.092,0.5422559,,,,,
2.093,0.54,,,,,
2.095,0.54,,,,,
2.097,0.5405612,,,,,
2.099,0.55,,,,,
2.101,0.55,,,,,
2.102,0.55,,,,,
2.104,0.55,,,,,
2.106,0.55,,,,,
2.108,0.55,,,,,
2.11,0.55,,,,,
2.112,0.55,,,,,
2.113,0.55,,,,,
2.115,0.55,,,,,
2.117,0.55,,,,,
2.119,0.5480453,,,,,
2.121,0.54,,,,,
2.123,0.54,,,,,
2.124,0.54,,,,,
2.126,0.54,,,,,
2.128,0.54,,,,,
2.13,0.54,,,,,
2.132,0.54,,,,,
2.134,0.54,,,,,
2.135,0.54,,,,,
2.137,0.5416368,,,,,
2.139,0.55,,,,,
2.141,0.55,,,,,
2.143,0.5455443,,,,,
2.144,0.54,,,,,
2.146,0.54,,,,,
2.148,0.54,,,,,
2.15,0.5314797,,,,,
2.152,0.5206614,,,,,
2.154,0.52,,,,,
2.155,0.52,,,,,
2.157,0.52,,,,,
2.159,0.52,,,,,
2.161,0.52,,,,,
2.163,0.52,,,,,
2.165,0.5257351,,,,,
2.166,0.53,,,,,
2.168,0.53,,,,,
2.17,0.53,,,,,
2.172,0.53,,,,,
2.174,0.53,,,,,
2.176,0.5314541,,,,,
2.177,0.54,,,,,
2.179,0.54,,,,,
2.181,0.54,,,,,
2.183,0.54,,,,,
2.185,0.54,,,,,
2.187,0.54,,,,,
2.188,0.54,,,,,
2.19,0.54,,,,,
2.192,0.54,,,,,
2.194,0.5411659,,,,,
2.196,0.55,,,,,
2.197,0.55,,,,,
2.199,0.55,,,,,
2.201,0.55,,,,,
2.203,0.55,,,,,
2.205,0.55,,,,,
2.207,0.55,,,,,
2.208,0.55,,,,,
2.21,0.55,,,,,
2.212,0.55,,,,,
2.214,0.55,,,,,
2.216,0.55,,,,,
2.218,0.55,,,,,
2.219,0.55,,,,,
2.221,0.54441,,,,,
2.223,0.54,,,,,
2.225,0.54,,,,,
2.227,0.5314064,,,,,
2.229,0.5394058,,,,,
2.23,0.54,,,,,
2.232,0.5385073,,,,,
2.234,0.5322334,,,,,
2.236,0.54,,,,,
2.238,0.54,,,,,
2.239,0.5349439,,,,,
2.241,0.53,,,,,
2.243,0.53,,,,,
2.245,0.53,,,,,
2.247,0.5208462,,,,,
2.249,0.5100449,,,,,
2.25,0.5107279,,,,,
2.252,0.52,,,,,
2.254,0.5227721,,,,,
2.256,0.53,,,,,
2.258,0.53,,,,,
2.26,0.53,,,,,
2.261,0.53,,,,,
2.263,0.53,,,,,
2.265,0.53,,,,,
2.267,0.53,,,,,
2.269,0.53,,,,,
2.271,0.5286889,,,,,
2.272,0.52,,,,,
2.274,0.52,,,,,
2.276,0.52,,,,,
2.278,0.525376,,,,,
2.28,0.5361279,,,,,
2.281,0.54,,,,,
2.283,0.54,,,,,
2.285,0.54,,,,,
2.287,0.54,,,,,
2.289,0.54,,,,,
2.291,0.5381168,,,,,
2.292,0.53,,,,,
2.294,0.53,,,,,
2.296,0.53,,,,,
2.298,0.53,,,,,
2.3,0.53,,,,,
2.302,0.53,,,,,
2.303,0.53,,,,,
2.305,0.5205163,,,,,
2.307,0.52,,,,,
2.309,0.52,,,,,
2.311,0.5176992,,,,,
2.313,0.51,,,,,
2.314,0.51,,,,,
2.316,0.51,,,,,
2.318,0.51,,,,,
2.32,0.51,,,,,
2.322,0.51,,,,,
2.323,0.51,,,,,
2.325,0.51,,,,,
2.327,0.51,,,,,
2.329,0.51,,,,,
2.331,0.51,,,,,
2.333,0.51,,,,,
2.334,0.51,,,,,
2.336,0.51,,,,,
2.338,0.51,,,,,
2.34,0.51,,,,,
2.342,0.51,,,,,
2.344,0.51,,,,,
2.345,0.51,,,,,
2.347,0.51,,,,,
2.349,0.51,,,,,
2.351,0.51,,,,,
2.353,0.51,,,,,
2.355,0.5154433,,,,,
2.356,0.52,,,,,
2.358,0.52,,,,,
2.36,0.52,,,,,
2.362,0.52,,,,,
2.364,0.51,,,,,
2.366,0.51,,,,,
2.367,0.51,,,,,
2.369,0.506835,,,,,
2.371,0.5,,,,,
2.373,0.5,,,,,
2.375,0.5,,,,,
2.376,0.5067227,,,,,
2.378,0.51,,,,,
2.38,0.51,,,,,
2.382,0.5004489,,,,,
2.384,0.5,,,,,
2.386,0.5,,,,,
2.387,0.5,,,,,
2.389,0.5,,,,,
2.391,0.5,,,,,
2.393,0.5,,,,,
2.395,0.5,,,,,
2.397,0.5,,,,,
2.398,0.5,,,,,
2.4,0.5,,,,,
2.402,0.51,,,,,
2.404,0.51,,,,,
2.406,0.51,,,,,
2.408,0.51,,,,,
2.409,0.51,,,,,
2.411,0.51,,,,,
2.413,0.51,,,,,
2.415,0.51,,,,,
2.417,0.51,,,,,
2.418,0.51,,,,,
2.42,0.5198767,,,,,
2.422,0.52,,,,,
2.424,0.52,,,,,
2.426,0.5173064,,,,,
2.428,0.51,,,,,
2.429,0.51,,,,,
2.431,0.51,,,,,
2.433,0.51,,,,,
2.435,0.51,,,,,
2.437,0.51,,,,,
2.439,0.51,,,,,
2.44,0.52,,,,,
2.442,0.52,,,,,
2.444,0.5224888,,,,,
2.446,0.53,,,,,
2.448,0.53,,,,,
2.45,0.53,,,,,
2.451,0.5239462,,,,,
2.453,0.52,,,,,
2.455,0.52,,,,,
2.457,0.52,,,,,
2.459,0.53,,,,,
2.46,0.53,,,,,
2.462,0.53,,,,,
2.464,0.5269731,,,,,
2.466,0.52,,,,,
2.468,0.52,,,,,
2.47,0.52,,,,,
2.471,0.5265881,,,,,
2.473,0.53,,,,,
2.475,0.53,,,,,
2.477,0.53,,,,,
2.479,0.54,,,,,
2.481,0.54,,,,,
2.482,0.54,,,,,
2.484,0.54,,,,,
2.486,0.54,,,,,
2.488,0.54,,,,,
2.49,0.54,,,,,
2.492,0.54,,,,,
2.493,0.54,,,,,
2.495,0.54,,,,,
2.497,0.54,,,,,
2.499,0.54,,,,,
2.501,0.54,,,,,
2.502,0.5372391,,,,,
2.504,0.53,,,,,
2.506,0.53,,,,,
2.508,0.53,,,,,
2.51,0.5232697,,,,,
2.512,0.52,,,,,
2.513,0.52,,,,,
2.515,0.52,,,,,
2.517,0.51,,,,,
2.519,0.51,,,,,
2.521,0.51,,,,,
2.523,0.5132996,,,,,
2.524,0.52,,,,,
2.526,0.52,,,,,
2.528,0.52,,,,,
2.53,0.5127056,,,,,
2.532,0.51,,,,,
2.534,0.51,,,,,
2.535,0.52,,,,,
2.537,0.52,,,,,
2.539,0.52,,,,,
2.541,0.52,,,,,
2.543,0.52,,,,,
2.545,0.52,,,,,
2.546,0.52,,,,,
2.548,0.52,,,,,
2.55,0.52,,,,,
2.552,0.52,,,,,
2.554,0.52,,,,,
2.555,0.5208071,,,,,
2.557,0.53,,,,,
2.559,0.53,,,,,
2.561,0.5263748,,,,,
2.563,0.52,,,,,
2.565,0.52,,,,,
2.566,0.52,,,,,
2.568,0.52,,,,,
2.57,0.52,,,,,
2.572,0.52,,,,,
2.574,0.53,,,,,
2.576,0.53,,,,,
2.577,0.53,,,,,
2.579,0.5269964,,,,,
2.581,0.5158361,,,,,
2.583,0.51,,,,,
2.585,0.51,,,,,
2.587,0.51,,,,,
2.588,0.51,,,,,
2.59,0.51,,,,,
2.592,0.51,,,,,
2.594,0.51,,,,,
2.596,0.51,,,,,
2.597,0.51,,,,,
2.599,0.51,,,,,
2.601,0.51,,,,,
2.603,0.51,,,,,
2.605,0.5034326,,,,,
2.607,0.5,,,,,
2.608,0.5,,,,,
2.61,0.5,,,,,
2.612,0.51,,,,,
2.614,0.51,,,,,
2.616,0.51,,,,,
2.618,0.51,,,,,
2.619,0.5141478,,,,,
2.621,0.52,,,,,
2.623,0.52,,,,,
2.625,0.52,,,,,
2.627,0.527938,,,,,
2.629,0.53,,,,,
2.63,0.53,,,,,
2.632,0.5291255,,,,,
2.634,0.52,,,,,
2.636,0.52,,,,,
2.638,0.5163075,,,,,
2.639,0.51,,,,,
2.641,0.51,,,,,
2.643,0.51,,,,,
2.645,0.51,,,,,
2.647,0.51,,,,,
2.649,0.51,,,,,
2.65,0.51,,,,,
2.652,0.51,,,,,
2.654,0.51,,,,,
2.656,0.51,,,,,
2.658,0.51,,,,,
2.66,0.51,,,,,
2.661,0.51,,,,,
2.663,0.5029517,,,,,
2.665,0.4922085,,,,,
2.667,0.49,,,,,
2.669,0.49,,,,,
2.671,0.4993445,,,,,
2.672,0.49,,,,,
2.674,0.49,,,,,
2.676,0.49,,,,,
2.678,0.49,,,,,
2.68,0.49,,,,,
2.681,0.49,,,,,
2.683,0.49,,,,,
2.685,0.4983389,,,,,
2.687,0.5,,,,,
2.689,0.4995852,,,,,
2.691,0.49,,,,,
2.692,0.49,,,,,
2.694,0.49,,,,,
2.696,0.4857807,,,,,
2.698,0.48,,,,,
2.7,0.48,,,,,
2.702,0.487211,,,,,
2.703,0.49,,,,,
2.705,0.49,,,,,
2.707,0.490202,,,,,
2.709,0.5,,,,,
2.711,0.5,,,,,
2.713,0.5,,,,,
2.714,0.5,,,,,
2.716,0.5,,,,,
2.718,0.5,,,,,
2.72,0.5,,,,,
2.722,0.5,,,,,
2.724,0.5,,,,,
2.725,0.5,,,,,
2.727,0.5,,,,,
2.729,0.5,,,,,
2.731,0.5,,,,,
2.733,0.5,,,,,
2.734,0.5,,,,,
2.736,0.5,,,,,
2.738,0.5,,,,,
2.74,0.5,,,,,
2.742,0.5083552,,,,,
2.744,0.51,,,,,
2.745,0.51,,,,,
2.747,0.51,,,,,
2.749,0.51,,,,,
2.751,0.51,,,,,
2.753,0.5140965,,,,,
2.755,0.5151627,,,,,
2.756,0.51,,,,,
2.758,0.51,,,,,
2.76,0.51,,,,,
2.762,0.51,,,,,
2.764,0.51,,,,,
2.766,0.51,,,,,
2.767,0.51,,,,,
2.769,0.51,,,,,
2.771,0.51,,,,,
2.773,0.51,,,,,
2.775,0.51,,,,,
2.776,0.51,,,,,
2.778,0.5172911,,,,,
2.78,0.52,,,,,
2.782,0.52,,,,,
2.784,0.52,,,,,
2.786,0.52,,,,,
2.787,0.52,,,,,
2.789,0.52,,,,,
2.791,0.52,,,,,
2.793,0.5248629,,,,,
2.795,0.53,,,,,
2.797,0.53,,,,,
2.798,0.53,,,,,
2.8,0.53,,,,,
2.802,0.53,,,,,
2.804,0.53,,,,,
2.806,0.53,,,,,
2.808,0.53,,,,,
2.809,0.53,,,,,
2.811,0.53,,,,,
2.813,0.53,,,,,
2.815,0.53,,,,,
2.817,0.53,,,,,
2.818,0.53,,,,,
2.82,0.53,,,,,
2.822,0.53,,,,,
2.824,0.53,,,,,
2.826,0.53,,,,,
2.828,0.53,,,,,
2.829,0.53,,,,,
2.831,0.53,,,,,
2.833,0.53,,,,,
2.835,0.53,,,,,
2.837,0.53,,,,,
2.839,0.5210131,,,,,
2.84,0.52,,,,,
2.842,0.52,,,,,
2.844,0.52,,,,,
2.846,0.52,,,,,
2.848,0.52,,,,,
2.85,0.52,,,,,
2.851,0.5145566,,,,,
2.853,0.51,,,,,
2.855,0.51,,,,,
2.857,0.5182511,,,,,
2.859,0.52,,,,,
2.86,0.52,,,,,
2.862,0.5211442,,,,,
2.864,0.5275869,,,,,
2.866,0.52,,,,,
2.868,0.52,,,,,
2.87,0.52,,,,,
2.871,0.52,,,,,
2.873,0.52,,,,,
2.875,0.52,,,,,
2.877,0.52,,,,,
2.879,0.52,,,,,
2.881,0.5208744,,,,,
2.882,0.5282837,,,,,
2.884,0.52,,,,,
2.886,0.52,,,,,
2.888,0.52,,,,,
2.89,0.52,,,,,
2.892,0.52,,,,,
2.893,0.52,,,,,
2.895,0.52,,,,,
2.897,0.5106734,,,,,
2.899,0.51,,,,,
2.901,0.5085874,,,,,
2.903,0.5,,,,,
2.904,0.5,,,,,
2.906,0.5,,,,,
2.908,0.5052801,,,,,
2.91,0.51,,,,,
2.912,0.51,,,,,
2.913,0.5017163,,,,,
2.915,0.5,,,,,
2.917,0.5,,,,,
2.919,0.5,,,,,
2.921,0.5,,,,,
2.923,0.5,,,,,
2.924,0.5,,,,,
2.926,0.5,,,,,
2.928,0.4941597,,,,,
2.93,0.49,,,,,
2.932,0.49,,,,,
2.934,0.4988438,,,,,
2.935,0.5,,,,,
2.937,0.5,,,,,
2.939,0.5,,,,,
2.941,0.4975196,,,,,
2.943,0.49,,,,,
2.945,0.49,,,,,
2.946,0.49,,,,,
2.948,0.49,,,,,
2.95,0.49,,,,,
2.952,0.49,,,,,
2.954,0.49,,,,,
2.955,0.49,,,,,
2.957,0.49,,,,,
2.959,0.4917759,,,,,
2.961,0.5,,,,,
2.963,0.5,,,,,
2.965,0.5,,,,,
2.966,0.5,,,,,
2.968,0.5,,,,,
2.97,0.5,,,,,
2.972,0.4913453,,,,,
2.974,0.49,,,,,
2.976,0.49,,,,,
2.977,0.49,,,,,
2.979,0.49,,,,,
2.981,0.49,,,,,
2.983,0.49,,,,,
2.985,0.49,,,,,
2.987,0.49,,,,,
2.988,0.49,,,,,
2.99,0.49,,,,,
2.992,0.49,,,,,
2.994,0.49,,,,,
2.996,0.49,,,,,
2.997,0.487991,,,,,
2.999,0.48,,,,,
3.001,0.48,,,,,
3.003,0.48,,,,,
3.005,0.4859188,,,,,
3.007,0.49,,,,,
3.008,0.49,,,,,
3.01,0.4989154,,,,,
3.012,0.5,,,,,
3.014,0.5,,,,,
3.016,0.5,,,,,
3.018,0.5,,,,,
3.019,0.5,,,,,
3.021,0.5,,,,,
3.023,0.5,,,,,
3.025,0.5,,,,,
3.027,0.5,,,,,
3.029,0.5,,,,,
3.03,0.5,,,,,
3.032,0.5,,,,,
3.034,0.5,,,,,
3.036,0.5023345,,,,,
3.038,0.51,,,,,
3.039,0.51,,,,,
3.041,0.51,,,,,
3.043,0.51,,,,,
3.045,0.51,,,,,
3.047,0.51,,,,,
3.049,0.51,,,,,
3.05,0.51,,,,,
3.052,0.51,,,,,
3.054,0.5116329,,,,,
3.056,0.52,,,,,
3.058,0.52,,,,,
3.06,0.52,,,,,
3.061,0.52,,,,,
3.063,0.52,,,,,
3.065,0.52,,,,,
3.067,0.52,,,,,
3.069,0.52,,,,,
3.071,0.52,,,,,
3.072,0.52,,,,,
3.074,0.52,,,,,
3.076,0.52,,,,,
3.078,0.52,,,,,
3.08,0.52,,,,,
3.082,0.52,,,,,
3.083,0.5269731,,,,,
3.085,0.53,,,,,
3.087,0.53,,,,,
3.089,0.53,,,,,
3.091,0.53,,,,,
3.092,0.53,,,,,
3.094,0.53,,,,,
3.096,0.53,,,,,
3.098,0.53,,,,,
3.1,0.5245679,,,,,
3.102,0.52,,,,,
3.103,0.52,,,,,
3.105,0.52,,,,,
3.107,0.529559,,,,,
3.109,0.53,,,,,
3.111,0.53,,,,,
3.113,0.53,,,,,
3.114,0.53,,,,,
3.116,0.53,,,,,
3.118,0.53,,,,,
3.12,0.53,,,,,
3.122,0.53,,,,,
3.124,0.53,,,,,
3.125,0.53,,,,,
3.127,0.5301233,,,,,
3.129,0.54,,,,,
3.131,0.5382956,,,,,
3.133,0.5270594,,,,,
3.134,0.52,,,,,
3.136,0.52,,,,,
3.138,0.52,,,,,
3.14,0.52,,,,,
3.142,0.52,,,,,
3.144,0.52,,,,,
3.145,0.52,,,,,
3.147,0.52,,,,,
3.149,0.52,,,,,
3.151,0.52,,,,,
3.153,0.52,,,,,
3.155,0.52,,,,,
3.156,0.52,,,,,
3.158,0.52,,,,,
3.16,0.52,,,,,
3.162,0.52,,,,,
3.164,0.52,,,,,
3.166,0.5298541,,,,,
3.167,0.53,,,,,
3.169,0.53,,,,,
3.171,0.53,,,,,
3.173,0.53,,,,,
3.175,0.53,,,,,
3.176,0.53,,,,,
3.178,0.53,,,,,
3.18,0.53,,,,,
3.182,0.53,,,,,
3.184,0.53,,,,,
3.186,0.53,,,,,
3.187,0.53,,,,,
3.189,0.5324691,,,,,
3.191,0.54,,,,,
3.193,0.54,,,,,
3.195,0.54,,,,,
3.197,0.54,,,,,
3.198,0.54,,,,,
3.2,0.54,,,,,
3.202,0.54,,,,,
3.204,0.54,,,,,
3.206,0.54,,,,,
3.208,0.5422646,,,,,
3.209,0.55,,,,,
3.211,0.55,,,,,
3.213,0.55,,,,,
3.215,0.55,,,,,
3.217,0.55,,,,,
3.218,0.55,,,,,
3.22,0.55,,,,,
3.222,0.55,,,,,
3.224,0.55,,,,,
3.226,0.55,,,,,
3.228,0.55,,,,,
3.229,0.55,,,,,
3.231,0.55,,,,,
3.233,0.55,,,,,
3.235,0.5563636,,,,,
3.237,0.5675566,,,,,
3.239,0.57,,,,,
3.24,0.57,,,,,
3.242,0.58,,,,,
3.244,0.58,,,,,
3.246,0.58,,,,,
3.248,0.58,,,,,
3.25,0.5759147,,,,,
3.251,0.57,,,,,
3.253,0.57,,,,,
3.255,0.57,,,,,
3.257,0.57,,,,,
3.259,0.57,,,,,
3.261,0.57,,,,,
3.262,0.57,,,,,
3.264,0.57,,,,,
3.266,0.57,,,,,
3.268,0.57,,,,,
3.27,0.57,,,,,
3.271,0.57,,,,,
3.273,0.57,,,,,
3.275,0.57,,,,,
3.277,0.57,,,,,
3.279,0.57,,,,,
3.281,0.56,,,,,
3.282,0.56,,,,,
3.284,0.56,,,,,
3.286,0.5569248,,,,,
3.288,0.5540525,,,,,
3.29,0.56,,,,,
3.292,0.5541077,,,,,
3.293,0.542944,,,,,
3.295,0.54,,,,,
3.297,0.54,,,,,
3.299,0.5399551,,,,,
3.301,0.53,,,,,
3.303,0.53,,,,,
3.304,0.53,,,,,
3.306,0.53,,,,,
3.308,0.53,,,,,
3.31,0.53,,,,,
3.312,0.53,,,,,
3.313,0.53,,,,,
3.315,0.53,,,,,
3.317,0.53,,,,,
3.319,0.53,,,,,
3.321,0.53,,,,,
3.323,0.53,,,,,
3.324,0.53,,,,,
3.326,0.53,,,,,
3.328,0.53,,,,,
3.33,0.53,,,,,
3.332,0.53,,,,,
3.334,0.53,,,,,
3.335,0.53,,,,,
3.337,0.53,,,,,
3.339,0.5288776,,,,,
3.341,0.52,,,,,
3.343,0.52,,,,,
3.345,0.5160606,,,,,
3.346,0.51,,,,,
3.348,0.51,,,,,
3.35,0.51,,,,,
3.352,0.5175,,,,,
3.354,0.52,,,,,
3.355,0.52,,,,,
3.357,0.52,,,,,
3.359,0.52,,,,,
3.361,0.52,,,,,
3.363,0.52,,,,,
3.365,0.52,,,,,
3.366,0.52,,,,,
3.368,0.52,,,,,
3.37,0.52,,,,,
3.372,0.52,,,,,
3.374,0.52,,,,,
3.376,0.52,,,,,
3.377,0.52,,,,,
3.379,0.52,,,,,
3.381,0.52,,,,,
3.383,0.52,,,,,
3.385,0.52,,,,,
3.387,0.52,,,,,
3.388,0.52,,,,,
3.39,0.52,,,,,
3.392,0.52,,,,,
3.394,0.52,,,,,
3.396,0.5306502,,,,,
3.397,0.54,,,,,
3.399,0.54,,,,,
3.401,0.5434681,,,,,
3.403,0.55,,,,,
3.405,0.55,,,,,
3.407,0.55,,,,,
3.408,0.55,,,,,
3.41,0.55,,,,,
3.412,0.55,,,,,
3.414,0.55,,,,,
3.416,0.55,,,,,
3.418,0.55,,,,,
3.419,0.55,,,,,
3.421,0.55,,,,,
3.423,0.55,,,,,
3.425,0.55,,,,,
3.427,0.55,,,,,
3.429,0.55,,,,,
3.43,0.55,,,,,
3.432,0.55,,,,,
3.434,0.55,,,,,
3.436,0.55,,,,,
3.438,0.55,,,,,
3.439,0.55,,,,,
3.441,0.5454546,,,,,
3.443,0.54,,,,,
3.445,0.54,,,,,
3.447,0.5473625,,,,,
3.449,0.55,,,,,
3.45,0.55,,,,,
3.452,0.55,,,,,
3.454,0.55,,,,,
3.456,0.55,,,,,
3.458,0.55,,,,,
3.46,0.55,,,,,
3.461,0.55,,,,,
3.463,0.55,,,,,
3.465,0.55,,,,,
3.467,0.5421076,,,,,
3.469,0.54,,,,,
3.471,0.54,,,,,
3.472,0.55,,,,,
3.474,0.55,,,,,
3.476,0.55,,,,,
3.478,0.55,,,,,
3.48,0.55,,,,,
3.482,0.55,,,,,
3.483,0.55,,,,,
3.485,0.55,,,,,
3.487,0.55,,,,,
3.489,0.55,,,,,
3.491,0.55,,,,,
3.492,0.55,,,,,
3.494,0.55,,,,,
3.496,0.55,,,,,
3.498,0.55,,,,,
3.5,0.5448807,,,,,
3.502,0.54,,,,,
3.503,0.54,,,,,
3.505,0.54,,,,,
3.507,0.54,,,,,
3.509,0.54,,,,,
3.511,0.5389462,,,,,
3.513,0.53,,,,,
3.514,0.53,,,,,
3.516,0.53,,,,,
3.518,0.53,,,,,
3.52,0.53,,,,,
3.522,0.53,,,,,
3.524,0.53,,,,,
3.525,0.53,,,,,
3.527,0.53,,,,,
3.529,0.53,,,,,
3.531,0.53,,,,,
3.533,0.53,,,,,
3.534,0.53,,,,,
3.536,0.5256004,,,,,
3.538,0.52,,,,,
3.54,0.52,,,,,
3.542,0.52,,,,,
3.544,0.52,,,,,
3.545,0.52,,,,,
3.547,0.52,,,,,
3.549,0.52,,,,,
3.551,0.52,,,,,
3.553,0.52,,,,,
3.555,0.52,,,,,
3.556,0.52,,,,,
3.558,0.52,,,,,
3.56,0.52,,,,,
3.562,0.52,,,,,
3.564,0.5285073,,,,,
3.566,0.53,,,,,
3.567,0.53,,,,,
3.569,0.53,,,,,
3.571,0.53,,,,,
3.573,0.53,,,,,
3.575,0.53,,,,,
3.576,0.53,,,,,
3.578,0.53,,,,,
3.58,0.53,,,,,
3.582,0.5218117,,,,,
3.584,0.52,,,,,
3.586,0.52,,,,,
3.587,0.52,,,,,
3.589,0.52,,,,,
3.591,0.52,,,,,
3.593,0.52,,,,,
3.595,0.5153198,,,,,
3.597,0.51,,,,,
3.598,0.51,,,,,
3.6,0.51,,,,,
3.602,0.51,,,,,
3.604,0.51,,,,,
3.606,0.51,,,,,
3.608,0.51,,,,,
3.609,0.51,,,,,
3.611,0.51,,,,,
3.613,0.51,,,,,
3.615,0.5152076,,,,,
3.617,0.52,,,,,
3.618,0.52,,,,,
3.62,0.52,,,,,
3.622,0.52,,,,,
3.624,0.52,,,,,
3.626,0.52,,,,,
3.628,0.5221773,,,,,
3.629,0.53,,,,,
3.631,0.53,,,,,
3.633,0.53,,,,,
3.635,0.5242488,,,,,
3.637,0.52,,,,,
3.639,0.5278227,,,,,
3.64,0.53,,,,,
3.642,0.53,,,,,
3.644,0.53,,,,,
3.646,0.53,,,,,
3.648,0.53,,,,,
3.65,0.53,,,,,
3.651,0.5344696,,,,,
3.653,0.54,,,,,
3.655,0.54,,,,,
3.657,0.54,,,,,
3.659,0.5316368,,,,,
3.661,0.53,,,,,
3.662,0.53,,,,,
3.664,0.53,,,,,
3.666,0.53,,,,,
3.668,0.53,,,,,
3.67,0.53,,,,,
3.671,0.5249583,,,,,
3.673,0.52,,,,,
3.675,0.52,,,,,
3.677,0.52,,,,,
3.679,0.5289001,,,,,
3.681,0.53,,,,,
3.682,0.53,,,,,
3.684,0.53,,,,,
3.686,0.53,,,,,
3.688,0.53,,,,,
3.69,0.53,,,,,
3.692,0.53,,,,,
3.693,0.53,,,,,
3.695,0.53,,,,,
3.697,0.53,,,,,
3.699,0.53,,,,,
3.701,0.53,,,,,
3.703,0.53,,,,,
3.704,0.53,,,,,
3.706,0.53,,,,,
3.708,0.53,,,,,
3.71,0.5350729,,,,,
3.712,0.54,,,,,
3.713,0.54,,,,,
3.715,0.54,,,,,
3.717,0.54,,,,,
3.719,0.54,,,,,
3.721,0.54,,,,,
3.723,0.5384606,,,,,
3.724,0.5327914,,,,,
3.726,0.54,,,,,
3.728,0.54,,,,,
3.73,0.5343883,,,,,
3.732,0.53,,,,,
3.734,0.53,,,,,
